ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
SWZ,Swaziland,0.36842736,0.368457253,0.368332685,0.368283447,0.365416307,0.362752028,0.364096496,0.365366479,0.357196209,0.348724111,0.365838158,0.314615954,0.315266611,0.316884879,0.315332137,0.299452581,0.297627189,0.298773996,0.307857192,0.312893162,0.312189665,0.3153263,0.324399671,0.315290674,0.307738491,0.311584816
SWE,Sweden,0.621529143,0.624887678,0.630285207,0.634085287,0.645432734,0.650891856,0.658125865,0.66868937,0.673277103,0.676507731,0.682798693,0.724287957,0.727479184,0.727709075,0.726503244,0.744282093,0.750760405,0.749208978,0.748384345,0.753500561,0.756947337,0.742125013,0.738877385,0.73180629,0.730395703,0.722726258
CHE,Switzerland,0.612257966,0.61345573,0.619713577,0.626296657,0.633629877,0.641037459,0.643964788,0.646960162,0.643835069,0.643474026,0.654982677,0.697600833,0.707286201,0.705824326,0.701426209,0.714263923,0.711130354,0.711986397,0.719303543,0.730336242,0.728068833,0.713717968,0.70453223,0.700036942,0.699510415,0.693764113
SYR,Syrian Arab Republic,0.313880218,0.313149187,0.313808154,0.312691405,0.311431543,0.313128196,0.322622813,0.33379794,0.325898277,0.320931495,0.314631654,0.293679297,0.300588564,0.29952311,0.320095942,0.31450441,0.292478183,0.26910861,0.266935164,0.255863896,0.248753531,0.251256417,0.235286017,0.232526689,0.229776436,0.227016448
TJK,Tajikistan,0.284374981,0.283439102,0.286673078,0.291309194,0.29517054,0.299777674,0.307395122,0.310358098,0.314676542,0.306846708,0.328234752,0.254431357,0.261465793,0.265416252,0.264116498,0.250926742,0.260941468,0.25519865,0.257615275,0.275420125,0.28232144,0.315364644,0.315508208,0.325608396,0.327726922,0.329314924
TZA,"Tanzania, United Republic of",0.328383422,0.328419952,0.329455882,0.330396439,0.328267441,0.326122552,0.326547071,0.327015262,0.323046458,0.326614564,0.315096101,0.302266084,0.301218557,0.301046903,0.303110443,0.289713736,0.293238505,0.29504937,0.294970867,0.297511117,0.298356375,0.309034104,0.303362131,0.299022562,0.301013933,0.301620406
THA,Thailand,0.390829711,0.391774767,0.398491211,0.407170408,0.411641636,0.413926058,0.41262362,0.410997321,0.406331644,0.395225062,0.402899045,0.39352437,0.395414617,0.401336681,0.415315365,0.421448351,0.424027037,0.431042355,0.441404783,0.457696719,0.456034487,0.448305894,0.45299258,0.464786577,0.47552441,0.486620994
TLS,Timor-Leste,0.36418418,0.36418418,0.36418418,0.36418418,0.36418418,0.36418418,0.36418418,0.36418418,0.365483531,0.36688849,0.305207054,0.29212131,0.294500304,0.307737367,0.326585919,0.361823839,0.371462585,0.373289849,0.37558844,0.389839866,0.404321332,0.398868335,0.385845958,0.381345703,0.38397016,0.369816206
TGO,Togo,0.305934914,0.305952942,0.304543973,0.303125517,0.304885504,0.306678156,0.307674335,0.30871939,0.302068196,0.294869932,0.268880951,0.253617599,0.262113661,0.261840479,0.259783724,0.260079581,0.258800616,0.257946545,0.262761479,0.281486484,0.293865638,0.313886948,0.307855348,0.311507976,0.324501056,0.348885992
TON,Tonga,0.340889087,0.341168059,0.336026923,0.331265614,0.334211901,0.33920101,0.333087452,0.329654755,0.324757992,0.343794843,0.334684021,0.350882998,0.356247624,0.364561756,0.368094663,0.39277317,0.398583119,0.399526468,0.405395011,0.413674082,0.409391873,0.411697583,0.413955724,0.417284511,0.412972661,0.410171593
TTO,Trinidad and Tobago,0.407311915,0.401302267,0.403995893,0.402353911,0.396122546,0.390861858,0.389303571,0.388092406,0.386394629,0.388150098,0.408547684,0.326391397,0.332639383,0.332882823,0.331080965,0.340523641,0.34499781,0.343009931,0.350709019,0.360042446,0.365090159,0.353557886,0.354491059,0.345151246,0.339648237,0.340518566
TUN,Tunisia,0.36477038,0.366292257,0.369077855,0.372337867,0.375821647,0.377685464,0.383846359,0.391188414,0.395780534,0.397689283,0.395686542,0.418797612,0.417627913,0.422054612,0.428802954,0.427663891,0.433054653,0.42515915,0.421958651,0.436378444,0.431689639,0.420173649,0.421776783,0.421819654,0.429461273,0.439754082
TUR,Turkey,0.338352246,0.339757937,0.343891327,0.346647422,0.351787973,0.359164571,0.357666426,0.357200642,0.368289251,0.372011474,0.395924743,0.398482156,0.409207501,0.422065464,0.423492367,0.429281604,0.432660169,0.437406539,0.449533683,0.465640864,0.464235561,0.443681285,0.456927683,0.459898206,0.475820988,0.484070717
TKM,Turkmenistan,0.259477968,0.259526938,0.248307716,0.237494263,0.236753861,0.235720211,0.232967397,0.23010673,0.232736771,0.213244323,0.22171497,0.206070693,0.221576091,0.233318971,0.235325399,0.233319737,0.232790281,0.240988131,0.238439435,0.239523639,0.235410186,0.228141824,0.235343988,0.238398622,0.237824605,0.235173717
TUV,Tuvalu,0.641031517,0.641031517,0.643464153,0.645896789,0.656999718,0.668102647,0.669520839,0.670939031,0.6050944,0.638095603,0.601100877,0.576062288,0.55925741,0.546141039,0.554433734,0.545013664,0.493904376,0.503623748,0.498593098,0.536200059,0.547650334,0.562235721,0.547874333,0.564729425,0.576961256,0.586165717
UGA,Uganda,0.306156482,0.30626738,0.30708853,0.307928695,0.300922847,0.296774029,0.29569312,0.294866257,0.297692111,0.300962366,0.287841879,0.274901569,0.279060176,0.280994895,0.276120485,0.266723992,0.272970996,0.261766941,0.259497714,0.265098311,0.268430182,0.295407651,0.300658765,0.29597684,0.289350931,0.28785021
UKR,Ukraine,0.352358576,0.349704812,0.356978206,0.361160287,0.366970359,0.370350997,0.389597099,0.351696507,0.359485746,0.383723432,0.376405244,0.327843709,0.33939693,0.337617324,0.324989545,0.319529765,0.322966493,0.323431838,0.336400338,0.360067749,0.372517833,0.408155791,0.411727265,0.418811627,0.428180052,0.42721391
ARE,United Arab Emirates,0.402128765,0.402683819,0.404102081,0.405840166,0.411163835,0.41750443,0.432940948,0.446945768,0.432892134,0.433688657,0.444496924,0.483034233,0.490651109,0.492586592,0.487986297,0.514075627,0.527632251,0.536048778,0.561863373,0.58600054,0.586109072,0.571040739,0.578250185,0.579216145,0.581880668,0.584618001
GBR,United Kingdom,0.612647124,0.61445574,0.619528633,0.625391713,0.630611399,0.631983727,0.630077645,0.633569703,0.629560396,0.62627629,0.62210514,0.668774195,0.668858497,0.666035253,0.656507948,0.682131011,0.679597818,0.683011529,0.690182764,0.715570021,0.722428025,0.706195991,0.70023417,0.691503324,0.694793814,0.683382095
USA,United States,0.618311601,0.620159416,0.621255121,0.623467295,0.62932638,0.635964668,0.633839751,0.632390975,0.629041584,0.625219348,0.646713871,0.722022968,0.723122551,0.7312441,0.724114481,0.749127036,0.751055331,0.755575874,0.755450162,0.68998149,0.6899077,0.677668965,0.677439568,0.673702882,0.659394576,0.65328067
URY,Uruguay,0.415525171,0.414253848,0.418561382,0.420005649,0.418165828,0.419519342,0.42001287,0.417166634,0.420594363,0.409778769,0.409696262,0.405097222,0.416174967,0.415367036,0.428417047,0.437723581,0.440826633,0.460496474,0.475940005,0.494817353,0.492000897,0.488009051,0.48943947,0.514136195,0.517286901,0.521350585
UZB,Uzbekistan,0.298245342,0.295795793,0.289486057,0.283351372,0.287644565,0.291082572,0.303119288,0.313170539,0.311533204,0.295832349,0.27136339,0.233365975,0.246901415,0.256314663,0.253273052,0.240038276,0.238786532,0.248289058,0.262730017,0.288860205,0.295698506,0.332900151,0.342215431,0.377699199,0.38613377,0.385858176
VUT,Vanuatu,0.349737738,0.349786053,0.346734227,0.343703781,0.344058596,0.344985684,0.338068378,0.332760903,0.323708211,0.334404445,0.366618611,0.374540759,0.36771863,0.363498161,0.373730075,0.363028874,0.361261416,0.35867583,0.36099105,0.37006965,0.353341308,0.362687026,0.372997208,0.367199652,0.361482848,0.357798269
VEN,"Venezuela, Bolivarian Republic o",0.295876974,0.295223003,0.295583562,0.295032584,0.293055653,0.2908249,0.284140184,0.271880468,0.265443386,0.266999606,0.270819705,0.244354009,0.241760641,0.247090267,0.23745258,0.222206578,0.224731454,0.223632025,0.219689457,0.210353416,0.206481623,0.217261411,0.20861623,0.195716484,0.196149115,0.190085208
VNM,Viet Nam,0.346265899,0.347104811,0.346970941,0.34688133,0.346860489,0.345640955,0.342648632,0.339744552,0.341376245,0.340142088,0.357280207,0.363364736,0.369373234,0.367576947,0.367753388,0.348513967,0.35596691,0.356380822,0.365572458,0.374644762,0.380360623,0.401397168,0.403952332,0.408782578,0.418037984,0.425136633
YEM,Yemen,0.285802959,0.285811105,0.284853107,0.285605764,0.284479724,0.281598748,0.279831206,0.278375767,0.283803336,0.278136628,0.286052488,0.285347045,0.290360545,0.28424856,0.29916242,0.300660769,0.291213878,0.301451028,0.282796665,0.27961902,0.270031648,0.260189848,0.255495296,0.249426853,0.248763368,0.247884481
ZMB,Zambia,0.310316934,0.310396081,0.315588647,0.320788325,0.321368838,0.3221167,0.321991627,0.321778176,0.334666108,0.316942939,0.305050004,0.302062704,0.308398168,0.314703183,0.312729141,0.305910837,0.313286859,0.319056889,0.319515937,0.331358279,0.320958938,0.335983631,0.334452743,0.335040522,0.327250991,0.321071576
ZWE,Zimbabwe,0.27794057,0.276726297,0.27464013,0.272556123,0.252370741,0.232169558,0.222269837,0.212362698,0.216012742,0.209665076,0.202458256,0.198619738,0.191894543,0.178419428,0.171370482,0.162079419,0.162416011,0.172578362,0.177625685,0.183764399,0.194759941,0.209921541,0.212440065,0.216578898,0.212982995,0.215652876
